MES_REFERENCIA,NOME_EMPRESARIAL,CODIGO_PERFIL_AGENTE
202506,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,20
202506,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,34378
202506,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,30832
202506,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,34681
202506,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,30816
202506,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,22
202506,CESP - COMPANHIA ENERGETICA DE SAO PAULO,41336
202506,CESP - COMPANHIA ENERGETICA DE SAO PAULO,23
202506,AMPLA ENERGIA E SERVICOS S.A.,24
202506,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,127646
202506,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,107736
202506,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,97080
202506,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,97117
202506,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,31190
202506,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,170379
202506,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,100137
202506,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11913
202506,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,26
202506,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11920
202506,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11918
202506,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11912
202506,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11919
202506,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11914
202506,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,99102
202506,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,30
202506,COMPANHIA ENERGETICA DO CEARA,31
202506,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE COSERN,33
202506,COMPANHIA PAULISTA DE FORCA E LUZ,34
202506,CPFL GERACAO DE ENERGIA S/A,99218
202506,NEXA RECURSOS MINERAIS S.A.,72606
202506,NEXA RECURSOS MINERAIS S.A.,121184
202506,NEXA RECURSOS MINERAIS S.A.,72607
202506,NEXA RECURSOS MINERAIS S.A.,72609
202506,NEXA RECURSOS MINERAIS S.A.,94088
202506,NEXA RECURSOS MINERAIS S.A.,155513
202506,NEXA RECURSOS MINERAIS S.A.,72608
202506,CSN ENERGIA S/A,2474
202506,CSN ENERGIA S/A,37
202506,CSN ENERGIA S/A,2600
202506,VALE S.A.,55010
202506,VALE S.A.,100700
202506,VALE S.A.,84155
202506,VALE S.A.,100645
202506,VALE S.A.,54953
202506,VALE S.A.,100861
202506,VALE S.A.,84156
202506,VALE S.A.,54952
202506,VALE S.A.,54954
202506,VALE S.A.,84154
202506,VALE S.A.,100664
202506,VALE S.A.,15761
202506,VALE S.A.,54955
202506,VALE S.A.,36635
202506,VALE S.A.,100646
202506,VALE S.A.,1834
202506,VALE S.A.,2947
202506,VALE S.A.,86173
202506,VALE S.A.,5044
202506,VALE S.A.,39
202506,VALE S.A.,127820
202506,VALE S.A.,77602
202506,VALE S.A.,84203
202506,DONA FRANCISCA ENERGETICA S.A.,40
202506,RIO PARANAPANEMA ENERGIA S.A.,41
202506,RIO PARANAPANEMA ENERGIA S.A.,106903
202506,ELEKTRO REDES S.A.,31402
202506,ELEKTRO REDES S.A.,46
202506,CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS,47
202506,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A,152749
202506,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A,11897
202506,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A,48
202506,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S.A.,49
202506,EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA,11925
202506,EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA,11923
202506,EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA,11924
202506,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.A,51
202506,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,52
202506,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,3229
202506,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,53
202506,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,2298
202506,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,4061
202506,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,2297
202506,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.,55
202506,ENGIE BRASIL ENERGIA S.A.,20914
202506,ENGIE BRASIL ENERGIA S.A.,31476
202506,ENGIE BRASIL ENERGIA S.A.,57
202506,NC ENERGIA S.A.,2395
202506,NC ENERGIA S.A.,30811
202506,NC ENERGIA S.A.,3678
202507,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,3
202507,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,83729
202507,AMBAR SUL ENERGIA S.A.,118131
202507,EDP SAO PAULO DISTRIBUICAO DE ENERGIA S.A.,5
202507,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.,8
202507,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,10
202507,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,15
202507,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,16
202507,COMPANHIA ENERGETICA DE PERNAMBUCO,17
202507,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,18
202507,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A,19
202507,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,20
202507,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,30816
202507,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,30832
202507,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,34378
202507,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,34681
202507,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,22
202507,CESP - COMPANHIA ENERGETICA DE SAO PAULO,23
202507,CESP - COMPANHIA ENERGETICA DE SAO PAULO,41336
202507,AMPLA ENERGIA E SERVICOS S.A.,24
202507,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,107736
202507,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,127646
202507,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,100137
202507,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,97117
202507,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,97080
202507,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,31190
202507,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,170379
202507,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,26
202507,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11920
202507,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11919
202507,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,99102
202507,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11914
202507,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11918
202507,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11913
202507,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11912
202507,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,30
202507,COMPANHIA ENERGETICA DO CEARA,31
202507,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE COSERN,33
202507,COMPANHIA PAULISTA DE FORCA E LUZ,34
202507,CPFL GERACAO DE ENERGIA S/A,99218
202507,NEXA RECURSOS MINERAIS S.A.,72608
202507,NEXA RECURSOS MINERAIS S.A.,72607
202507,NEXA RECURSOS MINERAIS S.A.,72606
202507,NEXA RECURSOS MINERAIS S.A.,155513
202507,NEXA RECURSOS MINERAIS S.A.,94088
202507,NEXA RECURSOS MINERAIS S.A.,72609
202507,NEXA RECURSOS MINERAIS S.A.,121184
202507,CSN ENERGIA S/A,2474
202507,CSN ENERGIA S/A,37
202507,CSN ENERGIA S/A,2600
202507,VALE S.A.,86173
202507,VALE S.A.,54952
202507,VALE S.A.,77602
202507,VALE S.A.,100646
202507,VALE S.A.,100700
202507,VALE S.A.,54954
202507,VALE S.A.,54955
202507,VALE S.A.,84203
202507,VALE S.A.,100664
202507,VALE S.A.,100645
202507,VALE S.A.,84156
202507,VALE S.A.,2947
202507,VALE S.A.,15761
202507,VALE S.A.,36635
202507,VALE S.A.,84154
202507,VALE S.A.,5044
202507,VALE S.A.,100861
202507,VALE S.A.,84155
202507,VALE S.A.,55010
202507,VALE S.A.,54953
202507,VALE S.A.,1834
202507,VALE S.A.,39
202507,VALE S.A.,127820
202507,DONA FRANCISCA ENERGETICA S.A.,40
202507,RIO PARANAPANEMA ENERGIA S.A.,137899
202507,RIO PARANAPANEMA ENERGIA S.A.,106903
202507,RIO PARANAPANEMA ENERGIA S.A.,41
202507,ELEKTRO REDES S.A.,46
202507,ELEKTRO REDES S.A.,31402
202507,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A,11897
202507,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A,48
202507,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A,152749
202507,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S.A.,49
202507,EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA,11925
202507,EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA,11923
202507,EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA,11924
202507,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.A,51
202507,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,52
202507,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,3229
202507,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,2297
202507,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,53
202507,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,4061
202507,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,2298
202507,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.,55
202507,ENGIE BRASIL ENERGIA S.A.,20914
202507,ENGIE BRASIL ENERGIA S.A.,31476
202507,ENGIE BRASIL ENERGIA S.A.,57
202507,NC ENERGIA S.A.,3678
202507,NC ENERGIA S.A.,35961
202507,NC ENERGIA S.A.,30811
202508,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,83729
202508,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,3
202508,AMBAR SUL ENERGIA S.A.,118131
202508,EDP SAO PAULO DISTRIBUICAO DE ENERGIA S.A.,5
202508,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.,8
202508,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,10
202508,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,15
202508,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,16
202508,COMPANHIA ENERGETICA DE PERNAMBUCO,17
202508,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,18
202508,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A,19
202508,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,20
202508,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,34681
202508,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,30816
202508,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,34378
202508,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,30832
202508,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,22
202508,CESP - COMPANHIA ENERGETICA DE SAO PAULO,41336
202508,CESP - COMPANHIA ENERGETICA DE SAO PAULO,23
202508,AMPLA ENERGIA E SERVICOS S.A.,24
202508,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,31190
202508,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,100137
202508,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,170379
202508,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,107736
202508,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,97080
202508,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,97117
202508,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL,127646
202508,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,26
202508,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11920
202508,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11913
202508,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11912
202508,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,99102
202508,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11919
202508,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11918
202508,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,11914
202508,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,30
202508,COMPANHIA ENERGETICA DO CEARA,31
202508,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE COSERN,33
202508,COMPANHIA PAULISTA DE FORCA E LUZ,34
202508,CPFL GERACAO DE ENERGIA S/A,99218
202508,NEXA RECURSOS MINERAIS S.A.,72609
202508,NEXA RECURSOS MINERAIS S.A.,155513
202508,NEXA RECURSOS MINERAIS S.A.,72608
202508,NEXA RECURSOS MINERAIS S.A.,121184
202508,NEXA RECURSOS MINERAIS S.A.,72607
202508,NEXA RECURSOS MINERAIS S.A.,72606
202508,NEXA RECURSOS MINERAIS S.A.,94088
202508,CSN ENERGIA S/A,2474
202508,CSN ENERGIA S/A,2600
202508,CSN ENERGIA S/A,37
202508,VALE S.A.,39
202508,VALE S.A.,84154
202508,VALE S.A.,54955
202508,VALE S.A.,54953
202508,VALE S.A.,100664
202508,VALE S.A.,1834
202508,VALE S.A.,100861
202508,VALE S.A.,84203
202508,VALE S.A.,55010
202508,VALE S.A.,36635
202508,VALE S.A.,100646
202508,VALE S.A.,100645
202508,VALE S.A.,5044
202508,VALE S.A.,54952
202508,VALE S.A.,54954
202508,VALE S.A.,84156
202508,VALE S.A.,86173
202508,VALE S.A.,15761
202508,VALE S.A.,100700
202508,VALE S.A.,84155
202508,VALE S.A.,77602
202508,VALE S.A.,127820
202508,VALE S.A.,2947
202508,DONA FRANCISCA ENERGETICA S.A.,40
202508,RIO PARANAPANEMA ENERGIA S.A.,106903
202508,RIO PARANAPANEMA ENERGIA S.A.,41
202508,RIO PARANAPANEMA ENERGIA S.A.,137899
202508,ELEKTRO REDES S.A.,46
202508,ELEKTRO REDES S.A.,31402
202508,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A,152749
202508,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A,11897
202508,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A,48
202508,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S.A.,49
202508,EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA,11923
202508,EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA,11925
202508,EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA,11924
202508,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.A,51
202508,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,52
202508,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,3229
202508,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,53
202508,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,4061
202508,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,2297
202508,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA,2298
202508,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.,55
202508,ENGIE BRASIL ENERGIA S.A.,57
202508,ENGIE BRASIL ENERGIA S.A.,31476
202508,ENGIE BRASIL ENERGIA S.A.,20914
202508,NC ENERGIA S.A.,2480
202508,NC ENERGIA S.A.,2395
202508,NC ENERGIA S.A.,30812
